cell_id,region,hour,active_users,traffic_mbps,capacity_mbps,utilization_pct,throughput_mbps,latency_ms,drop_rate_pct,packet_loss_pct,rsrp_dbm,sinr_db,coverage_status,qos_class,distance_km
TIG-01,Tigray,8,25,41.5,120,34.6,115.6,18.9,0.0,0.0,-84.3,21.8,Good,Excellent,1.55
TIG-01,Tigray,9,23,32.4,120,27.0,112.6,15.6,0.17,0.08,-88.8,17.4,Fair,Good,1.55
TIG-01,Tigray,10,26,30.0,120,25.0,114.4,11.7,0.08,0.0,-85.5,15.9,Fair,Good,1.55
TIG-01,Tigray,11,20,31.7,120,26.4,117.8,20.9,0.0,0.06,-87.6,17.5,Fair,Good,1.55
TIG-01,Tigray,12,20,23.0,120,19.2,115.6,11.2,0.03,0.0,-85.1,18.9,Fair,Good,1.55
TIG-01,Tigray,13,16,22.4,120,18.7,113.7,15.0,0.0,0.0,-82.3,20.6,Good,Excellent,1.55
TIG-01,Tigray,14,29,40.4,120,33.7,116.2,17.3,0.0,0.04,-88.3,19.3,Fair,Good,1.55
TIG-01,Tigray,15,27,41.4,120,34.5,110.7,19.1,0.0,0.0,-84.8,18.7,Good,Excellent,1.55
TIG-01,Tigray,16,37,41.1,120,34.2,111.9,23.2,0.0,0.19,-86.3,17.1,Fair,Good,1.55
TIG-01,Tigray,17,41,47.9,120,39.9,113.8,15.1,0.01,0.0,-86.8,21.8,Fair,Good,1.55
TIG-01,Tigray,18,41,64.9,120,54.1,116.3,19.7,0.0,0.03,-81.0,19.0,Good,Excellent,1.55
TIG-01,Tigray,19,31,40.8,120,34.0,114.8,14.1,0.29,0.1,-88.3,15.6,Fair,Good,1.55
TIG-01,Tigray,20,50,64.3,120,53.6,111.3,16.0,0.0,0.08,-85.9,19.1,Fair,Good,1.55
TIG-01,Tigray,21,33,47.9,120,39.9,113.5,14.0,0.0,0.07,-84.9,17.4,Good,Excellent,1.55
TIG-01,Tigray,22,39,61.4,120,51.2,115.4,17.5,0.06,0.04,-85.6,15.2,Fair,Good,1.55
TIG-01,Tigray,23,31,39.0,120,32.5,114.1,13.3,0.09,0.07,-88.0,18.9,Fair,Good,1.55
TIG-02,Tigray,0,13,19.1,120,15.9,111.5,17.1,0.17,0.18,-76.6,18.2,Good,Excellent,2.34
TIG-02,Tigray,1,18,25.5,120,21.2,115.1,14.4,0.29,0.04,-76.3,14.9,Good,Excellent,2.34
TIG-02,Tigray,2,16,23.0,120,19.2,114.0,18.5,0.18,0.0,-75.6,17.7,Good,Excellent,2.34
TIG-02,Tigray,3,15,16.6,120,13.8,112.3,15.9,0.0,0.04,-73.2,18.5,Good,Excellent,2.34
TIG-02,Tigray,4,18,25.0,120,20.8,112.6,14.2,0.24,0.09,-78.5,17.8,Good,Excellent,2.34
TIG-02,Tigray,5,11,12.9,120,10.8,113.0,18.1,0.0,0.0,-77.0,17.1,Good,Excellent,2.34
TIG-02,Tigray,6,18,26.0,120,21.7,113.4,13.6,0.03,0.0,-79.5,16.3,Good,Excellent,2.34
TIG-02,Tigray,7,26,39.5,120,32.9,111.7,8.0,0.0,0.08,-74.9,15.9,Good,Excellent,2.34
TIG-02,Tigray,8,14,23.1,120,19.2,112.5,12.3,0.03,0.1,-74.7,21.3,Good,Excellent,2.34
TIG-02,Tigray,9,24,26.6,120,22.2,112.5,16.5,0.07,0.04,-77.0,18.6,Good,Excellent,2.34
TIG-02,Tigray,10,24,34.8,120,29.0,114.7,18.5,0.04,0.08,-77.9,20.1,Good,Excellent,2.34
TIG-02,Tigray,11,16,19.5,120,16.2,111.6,19.2,0.09,0.0,-76.4,18.4,Good,Excellent,2.34
TIG-02,Tigray,12,20,29.4,120,24.5,111.7,15.7,0.0,0.0,-77.0,17.6,Good,Excellent,2.34
TIG-02,Tigray,13,25,36.0,120,30.0,115.7,16.2,0.17,0.03,-73.9,17.7,Good,Excellent,2.34
TIG-02,Tigray,14,26,43.2,120,36.0,116.0,18.3,0.1,0.1,-78.8,16.2,Good,Excellent,2.34
TIG-02,Tigray,15,19,24.1,120,20.1,113.9,16.7,0.0,0.11,-73.8,19.3,Good,Excellent,2.34
TIG-02,Tigray,16,40,66.7,120,55.6,112.8,20.3,0.0,0.17,-78.3,16.4,Good,Excellent,2.34
TIG-02,Tigray,17,43,48.8,120,40.7,113.1,12.9,0.0,0.0,-77.3,15.2,Good,Excellent,2.34
TIG-02,Tigray,18,44,52.4,120,43.7,117.4,14.0,0.02,0.0,-73.1,19.5,Good,Excellent,2.34
TIG-02,Tigray,19,47,62.1,120,51.8,115.8,16.0,0.09,0.16,-76.9,18.5,Good,Excellent,2.34
TIG-02,Tigray,20,42,55.9,120,46.6,109.6,20.0,0.0,0.03,-78.5,17.9,Good,Excellent,2.34
TIG-02,Tigray,21,45,51.0,120,42.5,113.5,10.5,0.0,0.06,-76.8,18.7,Good,Excellent,2.34
TIG-02,Tigray,22,28,35.8,120,29.8,112.8,14.5,0.07,0.01,-77.1,20.3,Good,Excellent,2.34
TIG-02,Tigray,23,28,45.8,120,38.2,114.6,14.5,0.0,0.0,-72.8,17.5,Good,Excellent,2.34
TIG-03,Tigray,0,16,22.0,80,27.5,76.5,13.3,0.21,0.1,-87.8,15.4,Fair,Good,0.93
TIG-03,Tigray,1,20,33.3,80,41.6,75.4,17.5,0.0,0.0,-88.8,17.1,Fair,Good,0.93
TIG-03,Tigray,2,19,30.3,80,37.9,74.4,20.0,0.27,0.08,-91.3,14.5,Fair,Good,0.93
TIG-03,Tigray,3,16,20.9,80,26.1,76.4,17.3,0.29,0.2,-87.8,19.8,Fair,Good,0.93
TIG-03,Tigray,4,19,23.3,80,29.1,75.0,15.1,0.0,0.0,-88.0,17.5,Fair,Good,0.93
TIG-03,Tigray,5,19,30.6,80,38.2,74.8,19.3,0.0,0.05,-88.6,14.9,Fair,Good,0.93
TIG-03,Tigray,6,22,26.1,80,32.6,78.4,16.1,0.03,0.0,-90.0,17.3,Fair,Good,0.93
TIG-03,Tigray,7,18,29.8,80,37.2,75.2,14.2,0.25,0.14,-91.4,20.0,Fair,Good,0.93
TIG-03,Tigray,8,17,24.3,80,30.4,75.0,18.8,0.0,0.0,-84.7,18.2,Good,Excellent,0.93
TIG-03,Tigray,9,18,20.9,80,26.1,76.2,16.5,0.23,0.09,-89.6,18.4,Fair,Good,0.93
TIG-03,Tigray,10,23,36.2,80,45.3,75.5,16.0,0.05,0.02,-89.7,19.6,Fair,Good,0.93
TIG-03,Tigray,11,19,28.7,80,35.9,76.8,15.5,0.0,0.03,-89.7,19.9,Fair,Good,0.93
TIG-03,Tigray,12,13,16.0,80,20.0,76.5,14.5,0.14,0.0,-87.8,17.5,Fair,Good,0.93
TIG-03,Tigray,13,24,33.7,80,42.1,72.4,14.5,0.0,0.11,-89.5,19.5,Fair,Good,0.93
TIG-03,Tigray,14,21,24.3,80,30.4,77.3,12.2,0.0,0.0,-91.4,18.4,Fair,Good,0.93
TIG-03,Tigray,15,34,40.2,80,50.3,76.3,13.2,0.0,0.14,-88.4,18.4,Fair,Good,0.93
TIG-03,Tigray,16,32,46.1,80,57.6,76.4,12.2,0.0,0.14,-85.0,18.2,Fair,Good,0.93
TIG-03,Tigray,17,35,41.1,80,51.4,79.9,10.2,0.0,0.0,-90.0,18.2,Fair,Good,0.93
TIG-03,Tigray,18,36,53.0,80,66.2,74.1,27.6,0.0,0.0,-87.6,17.6,Fair,Good,0.93
TIG-03,Tigray,19,49,77.6,80,97.0,57.1,49.3,1.25,0.31,-87.4,15.0,Fair,Fair,0.93
TIG-03,Tigray,20,33,46.0,80,57.5,76.8,15.3,0.0,0.0,-84.4,18.4,Good,Excellent,0.93
TIG-03,Tigray,21,43,55.4,80,69.2,77.8,23.9,0.0,0.0,-91.8,18.4,Fair,Good,0.93
TIG-03,Tigray,22,32,46.2,80,57.8,78.9,15.5,0.25,0.18,-89.5,16.1,Fair,Good,0.93
TIG-03,Tigray,23,24,31.4,80,39.2,81.9,19.2,0.13,0.0,-87.3,18.5,Fair,Good,0.93
TIG-04,Tigray,0,15,22.8,100,22.8,65.8,27.8,2.32,0.86,-119.1,10.6,Gap,Poor,8.76
TIG-04,Tigray,1,15,17.1,100,17.1,65.0,33.2,2.3,0.91,-117.8,11.4,Gap,Poor,8.76
TIG-04,Tigray,2,19,24.5,100,24.5,70.6,32.0,1.75,0.43,-116.8,10.0,Gap,Poor,8.76
TIG-04,Tigray,3,11,17.5,100,17.5,69.0,30.2,2.2,0.86,-118.6,8.6,Gap,Poor,8.76
TIG-04,Tigray,4,15,17.3,100,17.3,69.8,31.7,2.16,0.78,-116.5,13.6,Gap,Poor,8.76
TIG-04,Tigray,5,18,23.3,100,23.3,73.8,36.3,2.06,0.76,-115.2,9.1,Gap,Poor,8.76
TIG-04,Tigray,6,21,27.5,100,27.5,71.9,33.7,1.94,0.78,-115.7,12.2,Gap,Poor,8.76
TIG-04,Tigray,7,22,33.5,100,33.5,73.0,28.9,1.97,0.68,-116.2,12.1,Gap,Poor,8.76
TIG-04,Tigray,8,18,21.7,100,21.7,70.3,32.4,2.25,0.79,-117.7,8.7,Gap,Poor,8.76
TIG-04,Tigray,9,18,22.3,100,22.3,73.7,34.9,1.91,0.52,-116.6,10.0,Gap,Poor,8.76
TIG-04,Tigray,10,20,26.3,100,26.3,65.2,38.0,2.63,0.94,-121.1,10.8,Gap,Poor,8.76
TIG-04,Tigray,11,21,31.6,100,31.6,66.1,34.9,2.56,0.87,-119.6,9.7,Gap,Poor,8.76
TIG-04,Tigray,12,16,23.8,100,23.8,69.4,41.2,2.42,0.94,-118.7,12.4,Gap,Poor,8.76
TIG-04,Tigray,13,23,25.8,100,25.8,74.4,33.1,2.02,0.8,-115.5,11.5,Gap,Poor,8.76
TIG-04,Tigray,14,26,41.1,100,41.1,69.7,36.0,1.9,0.82,-117.1,10.8,Gap,Poor,8.76
TIG-04,Tigray,15,27,42.0,100,42.0,68.1,36.4,2.06,0.7,-117.3,11.0,Gap,Poor,8.76
TIG-04,Tigray,16,42,64.4,100,64.4,71.6,35.6,1.73,0.63,-115.7,10.1,Gap,Poor,8.76
TIG-04,Tigray,17,45,67.1,100,67.1,73.1,38.9,1.58,0.49,-114.0,9.6,Gap,Poor,8.76
TIG-04,Tigray,18,53,83.6,100,83.6,60.2,54.6,2.67,0.92,-118.9,9.2,Gap,Poor,8.76
TIG-04,Tigray,19,46,55.2,100,55.2,70.2,35.1,2.39,0.84,-118.3,10.7,Gap,Poor,8.76
TIG-04,Tigray,20,41,63.1,100,63.1,67.2,38.3,2.32,0.64,-118.6,9.2,Gap,Poor,8.76
TIG-04,Tigray,21,44,69.4,100,69.4,75.3,36.5,1.69,0.74,-115.6,12.0,Gap,Poor,8.76
TIG-04,Tigray,22,27,30.0,100,30.0,70.1,32.2,2.21,0.61,-118.4,11.6,Gap,Poor,8.76
TIG-04,Tigray,23,27,32.0,100,32.0,66.2,36.2,2.67,0.89,-120.2,13.9,Gap,Poor,8.76
TIG-05,Tigray,0,13,17.7,40,44.2,41.0,17.8,0.01,0.0,-80.7,16.9,Good,Excellent,2.11
TIG-05,Tigray,1,19,25.9,40,64.8,39.6,24.7,0.1,0.0,-81.8,16.9,Good,Excellent,2.11
TIG-05,Tigray,2,16,26.6,40,66.5,35.7,21.4,0.0,0.06,-79.2,18.4,Good,Excellent,2.11
TIG-05,Tigray,3,13,14.7,40,36.8,37.4,13.2,0.2,0.0,-78.4,17.8,Good,Excellent,2.11
TIG-05,Tigray,4,19,24.4,40,61.0,36.2,16.3,0.0,0.0,-81.4,15.2,Good,Excellent,2.11
TIG-05,Tigray,5,17,24.1,40,60.2,37.6,18.1,0.05,0.0,-80.1,19.5,Good,Excellent,2.11
TIG-05,Tigray,6,17,28.9,40,72.2,38.0,24.3,0.04,0.08,-81.6,19.4,Good,Excellent,2.11
TIG-05,Tigray,7,16,25.7,40,64.2,40.4,23.1,0.0,0.0,-80.8,16.3,Good,Excellent,2.11
TIG-05,Tigray,8,27,38.5,40,96.2,31.1,48.4,1.31,0.72,-85.3,17.5,Fair,Fair,2.11
TIG-05,Tigray,9,20,22.2,40,55.5,38.8,15.6,0.04,0.06,-80.7,17.2,Good,Excellent,2.11
TIG-05,Tigray,10,27,31.7,40,79.2,37.4,31.6,0.42,0.16,-82.6,18.3,Good,Good,2.11
TIG-05,Tigray,11,18,20.7,40,51.8,34.9,17.7,0.09,0.05,-78.2,19.0,Good,Excellent,2.11
TIG-05,Tigray,12,17,27.5,40,68.8,36.8,26.2,0.0,0.01,-76.4,18.4,Good,Excellent,2.11
TIG-05,Tigray,13,21,23.3,40,58.2,38.6,17.8,0.0,0.0,-80.0,18.2,Good,Excellent,2.11
TIG-05,Tigray,14,21,33.2,40,83.0,32.3,36.3,0.65,0.22,-83.8,14.2,Good,Good,2.11
TIG-05,Tigray,15,29,35.2,40,88.0,33.9,34.6,0.98,0.37,-85.8,15.9,Fair,Good,2.11
TIG-05,Tigray,16,31,40.4,40,101.0,30.7,53.3,1.62,0.58,-80.8,14.5,Good,Fair,2.11
TIG-05,Tigray,17,48,68.0,40,170.0,9.3,115.7,5.61,2.0,-80.1,10.1,Good,Poor,2.11
TIG-05,Tigray,18,42,63.6,40,159.0,12.6,103.6,4.86,1.8,-81.8,11.9,Good,Poor,2.11
TIG-05,Tigray,19,40,55.9,40,139.8,18.9,86.1,3.88,1.23,-78.9,11.0,Good,Poor,2.11
TIG-05,Tigray,20,38,63.4,40,158.5,15.9,104.2,4.86,1.75,-80.6,12.1,Good,Poor,2.11
TIG-05,Tigray,21,45,54.6,40,136.5,16.2,85.2,3.93,1.42,-83.1,11.3,Good,Poor,2.11
TIG-05,Tigray,22,30,35.3,40,88.2,31.8,41.2,0.82,0.43,-81.0,17.8,Good,Good,2.11
TIG-05,Tigray,23,23,30.6,40,76.5,39.2,32.9,0.12,0.0,-80.7,17.6,Good,Good,2.11
TIG-06,Tigray,0,17,18.9,40,47.2,32.5,28.3,0.95,0.44,-108.1,12.1,Poor,Fair,7.5
TIG-06,Tigray,1,15,24.4,40,61.0,26.5,35.7,1.15,0.41,-108.9,14.0,Poor,Fair,7.5
TIG-06,Tigray,2,17,19.2,40,48.0,31.1,28.1,0.94,0.26,-109.2,13.8,Poor,Fair,7.5
TIG-06,Tigray,3,15,20.9,40,52.2,32.8,24.2,1.33,0.57,-107.3,13.6,Poor,Fair,7.5
TIG-06,Tigray,4,17,20.7,40,51.8,32.5,23.9,0.78,0.32,-105.8,11.5,Poor,Fair,7.5
TIG-06,Tigray,5,15,17.8,40,44.5,31.6,25.8,0.75,0.22,-105.5,16.2,Poor,Fair,7.5
TIG-06,Tigray,6,15,22.8,40,57.0,31.6,25.6,0.57,0.06,-106.0,13.7,Poor,Fair,7.5
TIG-06,Tigray,7,15,19.7,40,49.2,32.2,21.9,0.59,0.18,-106.2,14.9,Poor,Fair,7.5
TIG-06,Tigray,8,18,20.9,40,52.2,34.1,22.1,1.18,0.48,-109.7,13.5,Poor,Fair,7.5
TIG-06,Tigray,9,19,30.5,40,76.2,35.2,39.3,0.73,0.37,-104.7,15.8,Poor,Fair,7.5
TIG-06,Tigray,10,26,35.8,40,89.5,26.2,52.8,2.25,0.86,-108.8,10.2,Poor,Poor,7.5
TIG-06,Tigray,11,23,28.3,40,70.8,34.0,31.7,1.01,0.34,-107.7,15.4,Poor,Fair,7.5
TIG-06,Tigray,12,13,18.9,40,47.2,33.1,27.2,1.33,0.43,-110.5,14.1,Gap,Poor,7.5
TIG-06,Tigray,13,22,33.6,40,84.0,28.3,50.3,1.37,0.52,-107.0,10.6,Poor,Fair,7.5
TIG-06,Tigray,14,18,30.1,40,75.2,31.0,40.9,0.76,0.23,-105.9,13.0,Poor,Fair,7.5
TIG-06,Tigray,15,25,34.1,40,85.2,27.5,39.9,0.91,0.21,-104.3,13.1,Poor,Fair,7.5
TIG-06,Tigray,16,34,44.8,40,112.0,20.7,66.5,2.62,0.94,-103.2,11.8,Poor,Poor,7.5
TIG-06,Tigray,17,40,44.7,40,111.8,16.6,74.5,3.06,1.12,-107.3,13.9,Poor,Poor,7.5
TIG-06,Tigray,18,42,47.1,40,117.8,16.0,77.8,3.3,1.2,-107.0,12.6,Poor,Poor,7.5
TIG-06,Tigray,19,38,48.3,40,120.8,20.9,81.0,3.37,1.17,-106.1,8.0,Poor,Poor,7.5
TIG-06,Tigray,20,44,48.6,40,121.5,18.9,82.9,3.86,1.39,-108.9,9.2,Poor,Poor,7.5
TIG-06,Tigray,21,38,57.2,40,143.0,11.4,96.1,5.36,1.78,-107.8,6.6,Poor,Poor,7.5
TIG-06,Tigray,22,31,43.5,40,108.8,22.9,68.6,2.85,1.07,-106.6,12.2,Poor,Poor,7.5
TIG-06,Tigray,23,28,34.9,40,87.2,32.9,47.9,1.15,0.27,-102.9,12.4,Poor,Fair,7.5
SID-01,Sidama,0,18,24.6,80,30.8,77.6,15.7,0.26,0.0,-71.5,18.3,Good,Excellent,1.08
SID-01,Sidama,1,20,33.5,80,41.9,75.9,14.9,0.16,0.0,-73.3,21.2,Good,Excellent,1.08
SID-01,Sidama,2,13,15.8,80,19.8,76.5,17.1,0.12,0.09,-74.8,16.9,Good,Excellent,1.08
SID-01,Sidama,3,12,17.4,80,21.7,78.6,14.5,0.0,0.0,-73.4,17.2,Good,Excellent,1.08
SID-01,Sidama,4,19,26.5,80,33.1,73.8,20.6,0.15,0.13,-73.6,17.0,Good,Excellent,1.08
SID-01,Sidama,5,15,18.3,80,22.9,77.5,11.3,0.0,0.0,-76.4,20.9,Good,Excellent,1.08
SID-01,Sidama,6,20,30.7,80,38.4,79.8,15.6,0.0,0.08,-72.4,16.4,Good,Excellent,1.08
SID-01,Sidama,7,23,31.5,80,39.4,78.5,18.2,0.11,0.22,-73.5,20.1,Good,Excellent,1.08
SID-01,Sidama,8,26,38.4,80,48.0,75.9,10.7,0.0,0.03,-76.6,15.4,Good,Excellent,1.08
SID-01,Sidama,9,21,32.0,80,40.0,77.9,15.6,0.0,0.0,-75.3,15.9,Good,Excellent,1.08
SID-01,Sidama,10,28,41.9,80,52.4,74.2,12.1,0.2,0.13,-72.9,15.4,Good,Excellent,1.08
SID-01,Sidama,11,18,27.8,80,34.8,76.2,16.7,0.04,0.05,-75.1,21.4,Good,Excellent,1.08
SID-01,Sidama,12,23,30.3,80,37.9,75.3,13.7,0.0,0.09,-74.9,18.8,Good,Excellent,1.08
SID-01,Sidama,13,22,31.1,80,38.9,77.7,18.5,0.0,0.0,-76.5,19.1,Good,Excellent,1.08
SID-01,Sidama,14,21,23.4,80,29.2,76.5,18.9,0.0,0.13,-73.0,15.4,Good,Excellent,1.08
SID-01,Sidama,15,30,47.7,80,59.6,78.5,13.6,0.0,0.16,-73.3,16.8,Good,Excellent,1.08
SID-01,Sidama,16,27,45.5,80,56.9,80.2,16.1,0.0,0.01,-72.5,17.7,Good,Excellent,1.08
SID-01,Sidama,17,36,45.8,80,57.2,77.1,13.3,0.0,0.19,-75.6,16.1,Good,Excellent,1.08
SID-01,Sidama,18,40,44.7,80,55.9,79.8,10.0,0.0,0.16,-73.3,18.3,Good,Excellent,1.08
SID-01,Sidama,19,39,64.0,80,80.0,70.8,31.7,0.32,0.08,-75.4,18.1,Good,Good,1.08
SID-01,Sidama,20,43,62.5,80,78.1,71.9,26.5,0.36,0.18,-77.0,16.8,Good,Excellent,1.08
SID-01,Sidama,21,35,45.8,80,57.2,76.4,19.9,0.0,0.0,-74.9,20.4,Good,Excellent,1.08
SID-01,Sidama,22,35,47.0,80,58.8,79.2,18.5,0.0,0.0,-76.4,19.1,Good,Excellent,1.08
SID-01,Sidama,23,24,29.1,80,36.4,75.4,11.9,0.0,0.0,-74.4,19.4,Good,Excellent,1.08
SID-02,Sidama,0,15,19.2,120,16.0,116.5,13.7,0.04,0.05,-88.1,21.0,Fair,Good,2.67
SID-02,Sidama,1,15,17.9,120,14.9,112.8,18.2,0.05,0.09,-85.3,16.7,Fair,Good,2.67
SID-02,Sidama,2,14,19.8,120,16.5,113.2,18.4,0.0,0.0,-87.1,19.0,Fair,Good,2.67
SID-02,Sidama,3,17,26.8,120,22.3,114.6,20.1,0.12,0.14,-83.0,16.4,Good,Excellent,2.67
SID-02,Sidama,4,15,19.2,120,16.0,111.0,13.2,0.2,0.06,-81.0,18.7,Good,Excellent,2.67
SID-02,Sidama,5,24,35.9,120,29.9,114.6,16.8,0.0,0.0,-82.8,16.5,Good,Excellent,2.67
SID-02,Sidama,6,18,22.9,120,19.1,112.4,16.6,0.0,0.0,-85.1,19.9,Fair,Good,2.67
SID-02,Sidama,7,20,33.2,120,27.7,115.3,16.3,0.03,0.0,-86.6,17.3,Fair,Good,2.67
SID-02,Sidama,8,28,47.5,120,39.6,115.0,10.8,0.0,0.0,-85.6,18.3,Fair,Good,2.67
SID-02,Sidama,9,28,47.6,120,39.7,113.4,15.1,0.14,0.0,-86.7,16.5,Fair,Good,2.67
SID-02,Sidama,10,21,34.1,120,28.4,110.6,14.3,0.0,0.13,-86.8,18.6,Fair,Good,2.67
SID-02,Sidama,11,20,28.0,120,23.3,114.8,17.1,0.19,0.08,-82.0,16.6,Good,Excellent,2.67
SID-02,Sidama,12,18,23.2,120,19.3,113.9,16.3,0.01,0.0,-88.4,17.6,Fair,Good,2.67
SID-02,Sidama,13,13,16.0,120,13.3,115.3,18.4,0.0,0.0,-89.8,16.1,Fair,Good,2.67
SID-02,Sidama,14,21,23.8,120,19.8,114.9,18.2,0.39,0.0,-86.9,17.9,Fair,Good,2.67
SID-02,Sidama,15,24,29.2,120,24.3,115.4,15.5,0.0,0.0,-83.0,16.4,Good,Excellent,2.67
SID-02,Sidama,16,27,39.7,120,33.1,112.6,16.5,0.02,0.02,-87.4,14.7,Fair,Good,2.67
SID-02,Sidama,17,41,67.5,120,56.2,114.1,13.6,0.0,0.0,-85.9,18.3,Fair,Good,2.67
SID-02,Sidama,18,36,60.3,120,50.2,110.9,19.5,0.0,0.09,-86.3,18.0,Fair,Good,2.67
SID-02,Sidama,19,38,59.3,120,49.4,112.7,12.9,0.1,0.03,-82.5,16.8,Good,Excellent,2.67
SID-02,Sidama,20,54,71.0,120,59.2,115.9,15.7,0.0,0.05,-84.4,16.2,Good,Excellent,2.67
SID-02,Sidama,21,38,60.2,120,50.2,111.4,18.4,0.06,0.05,-87.7,17.4,Fair,Good,2.67
SID-02,Sidama,22,33,55.7,120,46.4,112.3,14.4,0.11,0.02,-85.8,17.1,Fair,Good,2.67
SID-02,Sidama,23,29,48.2,120,40.2,113.8,14.6,0.2,0.15,-80.1,19.7,Good,Excellent,2.67
SID-03,Sidama,0,17,19.2,100,19.2,91.1,19.5,0.0,0.08,-77.0,17.9,Good,Excellent,2.84
SID-03,Sidama,1,18,19.9,100,19.9,93.7,18.3,0.15,0.05,-76.0,17.4,Good,Excellent,2.84
SID-03,Sidama,2,18,23.0,100,23.0,98.5,13.9,0.0,0.0,-75.2,14.5,Good,Excellent,2.84
SID-03,Sidama,3,11,16.3,100,16.3,94.2,12.7,0.0,0.0,-76.6,19.2,Good,Excellent,2.84
SID-03,Sidama,4,19,29.1,100,29.1,97.1,15.8,0.15,0.02,-78.6,16.3,Good,Excellent,2.84
SID-03,Sidama,5,21,31.8,100,31.8,96.8,17.7,0.11,0.0,-77.9,14.6,Good,Excellent,2.84
SID-03,Sidama,6,18,27.3,100,27.3,92.7,18.4,0.23,0.14,-79.1,16.3,Good,Excellent,2.84
SID-03,Sidama,7,27,44.2,100,44.2,96.6,14.7,0.0,0.13,-74.0,16.7,Good,Excellent,2.84
SID-03,Sidama,8,24,26.5,100,26.5,93.6,22.4,0.0,0.05,-76.9,19.2,Good,Excellent,2.84
SID-03,Sidama,9,25,27.8,100,27.8,94.2,17.0,0.19,0.05,-73.3,19.0,Good,Excellent,2.84
SID-03,Sidama,10,20,25.3,100,25.3,99.3,10.8,0.0,0.0,-73.4,17.9,Good,Excellent,2.84
SID-03,Sidama,11,21,28.8,100,28.8,95.3,15.7,0.0,0.0,-78.0,15.6,Good,Excellent,2.84
SID-03,Sidama,12,17,19.3,100,19.3,93.8,11.5,0.0,0.0,-76.0,18.0,Good,Excellent,2.84
SID-03,Sidama,13,21,23.6,100,23.6,94.4,20.8,0.0,0.0,-75.6,18.3,Good,Excellent,2.84
SID-03,Sidama,14,21,31.3,100,31.3,95.7,22.2,0.0,0.0,-75.9,15.0,Good,Excellent,2.84
SID-03,Sidama,15,31,48.8,100,48.8,95.5,14.9,0.23,0.08,-78.0,16.2,Good,Excellent,2.84
SID-03,Sidama,16,34,53.0,100,53.0,96.1,13.9,0.02,0.08,-75.7,16.8,Good,Excellent,2.84
SID-03,Sidama,17,39,43.0,100,43.0,100.1,13.0,0.02,0.0,-74.1,19.8,Good,Excellent,2.84
SID-03,Sidama,18,45,63.2,100,63.2,92.6,21.1,0.12,0.0,-76.1,17.3,Good,Excellent,2.84
SID-03,Sidama,19,45,58.1,100,58.1,94.5,16.4,0.0,0.09,-77.6,19.5,Good,Excellent,2.84
SID-03,Sidama,20,41,60.5,100,60.5,96.0,15.6,0.0,0.08,-74.8,17.2,Good,Excellent,2.84
SID-03,Sidama,21,44,51.1,100,51.1,90.5,13.1,0.0,0.0,-75.4,18.5,Good,Excellent,2.84
SID-03,Sidama,22,33,45.6,100,45.6,95.7,15.4,0.04,0.0,-76.3,17.6,Good,Excellent,2.84
SID-03,Sidama,23,35,43.2,100,43.2,96.6,20.1,0.0,0.04,-79.4,17.6,Good,Excellent,2.84
SID-04,Sidama,0,15,20.6,75,27.5,51.9,32.2,1.99,0.86,-115.1,10.6,Gap,Poor,7.97
SID-04,Sidama,1,14,17.9,75,23.9,55.0,30.7,1.71,0.55,-114.2,12.9,Gap,Poor,7.97
SID-04,Sidama,2,15,22.0,75,29.3,58.5,29.7,1.3,0.48,-113.1,13.5,Gap,Poor,7.97
SID-04,Sidama,3,21,33.3,75,44.4,57.2,24.6,1.49,0.66,-112.9,11.9,Gap,Poor,7.97
SID-04,Sidama,4,14,21.0,75,28.0,51.9,28.4,1.77,0.65,-114.6,8.2,Gap,Poor,7.97
SID-04,Sidama,5,22,25.4,75,33.9,55.1,30.4,1.57,0.47,-112.7,14.5,Gap,Poor,7.97
SID-04,Sidama,6,15,21.4,75,28.5,56.5,33.2,1.45,0.51,-113.7,12.0,Gap,Poor,7.97
SID-04,Sidama,7,21,31.2,75,41.6,56.1,30.5,1.65,0.65,-114.4,10.3,Gap,Poor,7.97
SID-04,Sidama,8,27,45.4,75,60.5,50.6,34.4,2.07,0.88,-118.1,11.4,Gap,Poor,7.97
SID-04,Sidama,9,33,46.8,75,62.4,60.2,27.5,1.22,0.32,-109.8,12.8,Poor,Fair,7.97
SID-04,Sidama,10,31,40.7,75,54.3,58.2,29.8,1.69,0.52,-112.1,10.6,Gap,Poor,7.97
SID-04,Sidama,11,21,26.5,75,35.3,52.9,34.4,2.06,0.71,-117.5,7.4,Gap,Poor,7.97
SID-04,Sidama,12,21,25.2,75,33.6,59.8,24.0,1.56,0.64,-113.1,13.3,Gap,Poor,7.97
SID-04,Sidama,13,20,28.9,75,38.5,57.8,26.7,1.02,0.41,-111.5,14.8,Gap,Poor,7.97
SID-04,Sidama,14,25,34.0,75,45.3,57.4,27.1,1.47,0.44,-109.9,13.9,Poor,Fair,7.97
SID-04,Sidama,15,28,31.8,75,42.4,53.6,31.8,1.68,0.7,-116.4,12.6,Gap,Poor,7.97
SID-04,Sidama,16,31,46.6,75,62.1,49.3,34.5,2.05,0.82,-117.1,14.0,Gap,Poor,7.97
SID-04,Sidama,17,39,47.2,75,62.9,57.0,30.4,1.4,0.35,-113.4,11.4,Gap,Poor,7.97
